,Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Name,[DNA] (nM),[PMix] (mg/mL),[Ribosome] (uM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino Acids] (mM),[tRNA] (ug/uL),hepes mM,ppk uM,polyphosphate mM,ctp mM,utp mM,tcep mM,folinic_acid mM,spermidine mM,rnas_inh U/ml,[Magnesium acetate] (mM) conc_to_add,[Magnesium acetate] (mM) vol_to_pipette_ul,[Creatine phosphate] (mM) conc_to_add,[Creatine phosphate] (mM) vol_to_pipette_ul,[Potassium glutamate] (mM) conc_to_add,[Potassium glutamate] (mM) vol_to_pipette_ul,[ATP] (mM) conc_to_add,[ATP] (mM) vol_to_pipette_ul,[GTP] (mM) conc_to_add,[GTP] (mM) vol_to_pipette_ul,[Amino Acids] (mM) conc_to_add,[Amino Acids] (mM) vol_to_pipette_ul,[tRNA] (ug/uL) conc_to_add,[tRNA] (ug/uL) vol_to_pipette_ul,base_master_mix_vol_to_add_ul,total_titration_vol_to_add_ul,buffer_vol_to_add_ul,total_vol_check_ul,Type
804,0 days 00:05:22,33.8,G13,469,G,13,GFP-Gext,Plate 1,2026-03-19 12:07:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
805,0 days 00:10:22,37.0,G13,1167,G,13,GFP-Gext,Plate 1,2026-03-19 12:12:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
806,0 days 00:15:22,37.0,G13,3435,G,13,GFP-Gext,Plate 1,2026-03-19 12:17:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
807,0 days 00:20:22,37.0,G13,7187,G,13,GFP-Gext,Plate 1,2026-03-19 12:22:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
808,0 days 00:25:22,37.1,G13,11937,G,13,GFP-Gext,Plate 1,2026-03-19 12:27:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
809,0 days 00:30:22,37.0,G13,17592,G,13,GFP-Gext,Plate 1,2026-03-19 12:32:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
810,0 days 00:35:22,37.0,G13,23431,G,13,GFP-Gext,Plate 1,2026-03-19 12:37:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
811,0 days 00:40:22,37.0,G13,29294,G,13,GFP-Gext,Plate 1,2026-03-19 12:42:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
812,0 days 00:45:22,36.9,G13,36186,G,13,GFP-Gext,Plate 1,2026-03-19 12:47:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
813,0 days 00:50:22,37.0,G13,43318,G,13,GFP-Gext,Plate 1,2026-03-19 12:52:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
814,0 days 00:55:22,37.0,G13,48325,G,13,GFP-Gext,Plate 1,2026-03-19 12:57:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
815,0 days 01:00:22,37.0,G13,51998,G,13,GFP-Gext,Plate 1,2026-03-19 13:02:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
816,0 days 01:05:22,37.0,G13,55697,G,13,GFP-Gext,Plate 1,2026-03-19 13:07:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
817,0 days 01:10:22,37.0,G13,58979,G,13,GFP-Gext,Plate 1,2026-03-19 13:12:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
818,0 days 01:15:22,37.0,G13,61394,G,13,GFP-Gext,Plate 1,2026-03-19 13:17:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
819,0 days 01:20:22,37.0,G13,65422,G,13,GFP-Gext,Plate 1,2026-03-19 13:22:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
820,0 days 01:25:22,37.1,G13,67591,G,13,GFP-Gext,Plate 1,2026-03-19 13:27:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
821,0 days 01:30:22,37.1,G13,68220,G,13,GFP-Gext,Plate 1,2026-03-19 13:32:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
822,0 days 01:35:22,37.0,G13,70753,G,13,GFP-Gext,Plate 1,2026-03-19 13:37:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
823,0 days 01:40:22,37.0,G13,73877,G,13,GFP-Gext,Plate 1,2026-03-19 13:42:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
824,0 days 01:45:22,37.0,G13,77487,G,13,GFP-Gext,Plate 1,2026-03-19 13:47:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
825,0 days 01:50:22,36.9,G13,80146,G,13,GFP-Gext,Plate 1,2026-03-19 13:52:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
826,0 days 01:55:22,37.0,G13,82329,G,13,GFP-Gext,Plate 1,2026-03-19 13:57:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
827,0 days 02:00:22,37.0,G13,84953,G,13,GFP-Gext,Plate 1,2026-03-19 14:02:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
828,0 days 02:05:22,37.0,G13,85545,G,13,GFP-Gext,Plate 1,2026-03-19 14:07:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
829,0 days 02:10:22,37.0,G13,88393,G,13,GFP-Gext,Plate 1,2026-03-19 14:12:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
830,0 days 02:15:22,37.0,G13,89477,G,13,GFP-Gext,Plate 1,2026-03-19 14:17:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
831,0 days 02:20:22,37.0,G13,91739,G,13,GFP-Gext,Plate 1,2026-03-19 14:22:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
832,0 days 02:25:22,37.0,G13,93875,G,13,GFP-Gext,Plate 1,2026-03-19 14:27:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
833,0 days 02:30:22,37.1,G13,94992,G,13,GFP-Gext,Plate 1,2026-03-19 14:32:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
834,0 days 02:35:22,37.0,G13,96509,G,13,GFP-Gext,Plate 1,2026-03-19 14:37:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
835,0 days 02:40:22,37.0,G13,98144,G,13,GFP-Gext,Plate 1,2026-03-19 14:42:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
836,0 days 02:45:22,37.1,G13,98867,G,13,GFP-Gext,Plate 1,2026-03-19 14:47:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
837,0 days 02:50:22,37.0,G13,100188,G,13,GFP-Gext,Plate 1,2026-03-19 14:52:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
838,0 days 02:55:22,37.0,G13,101821,G,13,GFP-Gext,Plate 1,2026-03-19 14:57:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
839,0 days 03:00:22,37.0,G13,103025,G,13,GFP-Gext,Plate 1,2026-03-19 15:02:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
840,0 days 03:05:22,37.0,G13,103630,G,13,GFP-Gext,Plate 1,2026-03-19 15:07:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
841,0 days 03:10:22,37.0,G13,105226,G,13,GFP-Gext,Plate 1,2026-03-19 15:12:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
842,0 days 03:15:22,37.0,G13,105443,G,13,GFP-Gext,Plate 1,2026-03-19 15:17:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
843,0 days 03:20:22,37.0,G13,107307,G,13,GFP-Gext,Plate 1,2026-03-19 15:22:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
844,0 days 03:25:22,37.1,G13,107178,G,13,GFP-Gext,Plate 1,2026-03-19 15:27:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
845,0 days 03:30:22,36.9,G13,107766,G,13,GFP-Gext,Plate 1,2026-03-19 15:32:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
846,0 days 03:35:22,37.1,G13,108643,G,13,GFP-Gext,Plate 1,2026-03-19 15:37:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
847,0 days 03:40:22,37.0,G13,110041,G,13,GFP-Gext,Plate 1,2026-03-19 15:42:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
848,0 days 03:45:22,37.0,G13,109119,G,13,GFP-Gext,Plate 1,2026-03-19 15:47:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
849,0 days 03:50:22,37.0,G13,109300,G,13,GFP-Gext,Plate 1,2026-03-19 15:52:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
850,0 days 03:55:22,37.1,G13,110767,G,13,GFP-Gext,Plate 1,2026-03-19 15:57:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
851,0 days 04:00:22,37.0,G13,110010,G,13,GFP-Gext,Plate 1,2026-03-19 16:02:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
852,0 days 04:05:22,37.1,G13,110765,G,13,GFP-Gext,Plate 1,2026-03-19 16:07:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
853,0 days 04:10:22,37.0,G13,110805,G,13,GFP-Gext,Plate 1,2026-03-19 16:12:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
854,0 days 04:15:22,37.0,G13,111075,G,13,GFP-Gext,Plate 1,2026-03-19 16:17:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
855,0 days 04:20:22,37.0,G13,111832,G,13,GFP-Gext,Plate 1,2026-03-19 16:22:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
856,0 days 04:25:22,37.1,G13,111765,G,13,GFP-Gext,Plate 1,2026-03-19 16:27:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
857,0 days 04:30:22,37.0,G13,111214,G,13,GFP-Gext,Plate 1,2026-03-19 16:32:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
858,0 days 04:35:22,37.0,G13,112197,G,13,GFP-Gext,Plate 1,2026-03-19 16:37:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
859,0 days 04:40:22,37.0,G13,111907,G,13,GFP-Gext,Plate 1,2026-03-19 16:42:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
860,0 days 04:45:22,37.0,G13,111739,G,13,GFP-Gext,Plate 1,2026-03-19 16:47:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
861,0 days 04:50:22,37.0,G13,112359,G,13,GFP-Gext,Plate 1,2026-03-19 16:52:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
862,0 days 04:55:22,37.1,G13,111912,G,13,GFP-Gext,Plate 1,2026-03-19 16:57:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
863,0 days 05:00:22,37.1,G13,111826,G,13,GFP-Gext,Plate 1,2026-03-19 17:02:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
864,0 days 05:05:22,37.0,G13,111825,G,13,GFP-Gext,Plate 1,2026-03-19 17:07:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
865,0 days 05:10:22,37.0,G13,112413,G,13,GFP-Gext,Plate 1,2026-03-19 17:12:56,Cytation5,28,5.0,1.8,1.8,6.0,30.0,65.0,1.9,1.9,0.399,2.135,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,6.3,0.025,30.1,0.301,65.9,0.264,1.924,0.192,1.946,0.195,0.4,1.231,2.126,0.607,5.407,2.815,1.778,10.0,Sample
